Officially support Java 8 as runtime for Nexus Officially support Java 8 as runtime for Nexus Officially support Java 8 as runtime for Nexus We are currently unofficially supporting Java 8 we would like to officially support it. The only way to do that is run all Nexus tests using CI Java 8 on release branches. This task is about setting this up permanently. In addition any further work required to officially support Java 8 should be done. We are currently unofficially supporting Java 8 we would like to officially support it. The only way to do that is run all Nexus tests using CI Java 8 on release branches. This task is about setting this up permanently. In addition any further work required to officially support Java 8 should be done. We are currently unofficially supporting Java 8 we would like to officially support it. The only way to do that is run all Nexus tests using CI Java 8 on release branches. This task is about setting this up permanently. In addition any further work required to officially support Java 8 should be done.,NEXUS-7330,
"Configurable HTTP pools for Component Sources Configurable HTTP pools for Component Sources Configurable HTTP pools for Component Sources Component sources need configurable HTTP connection parameters, including thread connection pool sizes authentication credentials policy schema downgrade policy Expose a standard way of configuring HTTP connection parameters for connection sources presumably written into Map , and a framework for instantiating those pools and serving connections to HTTP based component sources. Consider SSLSocketFactory functionality described in NEXUS 7594 Component sources need configurable HTTP connection parameters, including thread connection pool sizes authentication credentials policy schema downgrade policy Expose a standard way of configuring HTTP connection parameters for connection sources presumably written into Map , and a framework for instantiating those pools and serving connections to HTTP based component sources. Consider SSLSocketFactory functionality described in NEXUS 7594 Component sources need configurable HTTP connection parameters, including thread connection pool sizes authentication credentials policy schema downgrade policy Expose a standard way of configuring HTTP connection parameters for connection sources presumably written into Map , and a framework for instantiating those pools and serving connections to HTTP based component sources. Consider SSLSocketFactory functionality described in NEXUS 7594",NEXUS-7581,
"Component Source Elaborate on the concept of source availability. In both config and instantiated sources, handle state tracking for auto blocking on communication errors with escalating retry times manual blocking correct view behavior when sources are removed entirely",NEXUS-7588,
CMA component administration UI Need UI for administration of various CMA components like sources views blobstores,NEXUS-7589,
add support for npm deprecate Acceptance Criteria Add and test support for the ability to use the npm deprecate command to deprecate a package Add and test support for the ability to use the npm deprecate command to UNdeprecate a package Visually show that the package has been deprecated in Search and Browse This is the alternative for npm unpublish NEXUS 6892 ,NEXUS-7615,
"View content storage policy View config includes a content storage policy the view either to uses the default blob store, or one which writes to a location specified in the view config. Well, really it s a sort of inline blob store config. ",NEXUS-7618,
"NuGet ComponentSource NuGet ComponentSource NuGet ComponentSource Implement a NuGet ComponentSource. Create the source, the domain object for the metadata asset as appropriate , config factory. Support all of the read only aspects of the NuGet gallery protocol e.g. fetching content, ODATA queries such as feeds, counts, etc. . Implement a NuGet ComponentSource. Create the source, the domain object for the metadata asset as appropriate , config factory. Support all of the read only aspects of the NuGet gallery protocol e.g. fetching content, ODATA queries such as feeds, counts, etc. . Implement a NuGet ComponentSource. Create the source, the domain object for the metadata asset as appropriate , config factory. Support all of the read only aspects of the NuGet gallery protocol e.g. fetching content, ODATA queries such as feeds, counts, etc. .",NEXUS-7629,
"Cached Components Lifecycle Placeholder story. Determine when cached components should be deleted seems likely in response to the originating Source being deleted . Consider soft deletion of the source, the component metadata, the blobs.",NEXUS-7630,
NuGet Component Metadata Asset Storage Implement storage for NuGet metadata and content.,NEXUS-7631,
Live style guide Live style guide Implement the 8shapes visual index as a tab in the developer console. Reference Out of scope items Icons we aren t using all the icons represented in the style guide Implement the 8shapes visual index as a tab in the developer console. Reference Out of scope items Icons we aren t using all the icons represented in the style guide ,NEXUS-7634,
Content file and getting a .html error page. Acceptance Criteria You will be able to deploy a Maven site to a hosted raw repo and when viewing it in the browser it will display properly due to content types being returned,NEXUS-7648,
Replace Kenai configuration Replace Kenai configuration Replace Kenai configuration Replace modello based Kenai configuration with a capability Replace modello based Kenai configuration with a capability Replace modello based Kenai configuration with a capability,NEXUS-7768,
Remove legacy Crowd modello configuration Crowd configuration has already been moved to a capability but old modello based config classes are still in place and used to upgrade from crowd plugin.xml. Lets remove the modello classes and take care of upgrade during NX2 NX3 migration,NEXUS-7770,
Remove legacy PGP modello configuration PGP configuration has already been moved to a capability but old modello based config classes are still in place and used to upgrade from pgp.xml. Lets remove the modello classes and take care of upgrade during NX2 NX3 migration Note Removing modello will mean that a bunch of staging pgp legacy ITs will have to be rewritten as they are copying over a pgp.xml,NEXUS-7771,
Remove legacy Staging modello configuration Staging has already been moved to orient db but old modello based config classes are still in place and used to upgrade from staging.xml. Lets remove the modello classes and take care of upgrade during NX2 NX3 migration. Note Removing modello will mean that quite a bunch of staging legacy ITs will have to be rewritten as they are copying over a staging.xml,NEXUS-7772,
Upgrade to Jetty 9.2.x ,NEXUS-7807,
Kenai Settings UI Implement settings UI for Kenai similar to Crowd UI ,NEXUS-7810,
"Implement Raw Format For Hosted Under New CMA Architecture Implement Raw Format For Hosted Under New CMA Architecture Implement a simple bucket of files that allows for any file to be shared, so that they appear to be a repository while preserving the path. This is the simplest of the repo formats in Nexus. Equivalant of Site Repository from Nexus 2. We did this because Maven uploaded files such as HTML to describe your repo. This allows for to be shared. Implement a simple bucket of files that allows for any file to be shared, so that they appear to be a repository while preserving the path. This is the simplest of the repo formats in Nexus. Equivalant of Site Repository from Nexus 2. We did this because Maven uploaded files such as HTML to describe your repo. This allows for to be shared. ",NEXUS-7843,
"Implement Raw Format Proxy Repository For New CMA Implement a repository which proxies a remote HTTP site and stores any files of any format in the CMA repository storage facet. Only GET requests are honored others are rejected . Configuration parameters include the remote URL being proxied, the not found and stored item expiry times. This will serve as a reference implementation for more complex formats proxy repositories.",NEXUS-7844,
